Date,Product,Category,Quantity,Price,Sales,Customer_ID,Region,Payment_Method,Customer_Type,Discount
2024-01-10,Keyboard,Accessories,1,42.1,38.31,CUST1333,Greater Accra,Card,Retail,0.09
2024-01-10,Monitor,Electronics,1,225.17,225.17,CUST1599,Western,Mobile Money,Retail,0.0
2024-01-10,Mouse,Accessories,3,26.39,70.46,CUST1502,Ashanti,Card,Retail,0.11
2024-01-10,Mouse,Accessories,1,17.49,16.62,CUST1884,Western,Mobile Money,Retail,0.05
2024-01-10,Headphones,Electronics,12,61.37,589.15,CUST1909,Greater Accra,Mobile Money,Wholesale,0.2
2024-01-10,USB Drive,Accessories,1,20.57,19.75,CUST1811,Bono,Card,Retail,0.04
2024-01-11,Phone Case,Accessories,3,19.28,53.79,CUST1788,Greater Accra,Cash,Retail,0.07
2024-01-11,Phone Case,Accessories,1,14.05,13.07,CUST1972,Ashanti,Mobile Money,Retail,0.07
2024-01-12,Headphones,Electronics,3,115.24,335.35,CUST1678,Ashanti,Mobile Money,Retail,0.03
2024-01-13,Phone Case,Accessories,10,22.25,200.25,CUST1862,Ashanti,Bank Transfer,Retail,0.1
2024-01-13,Bookshelf,Furniture,6,285.64,1628.15,CUST1548,Bono,Mobile Money,Wholesale,0.05
2024-01-13,Smartphone,Electronics,2,744.31,1295.1,CUST1952,Eastern,Cash,Retail,0.13
2024-01-13,USB Drive,Accessories,1,22.71,20.89,CUST1200,Western,Card,Retail,0.08
2024-01-13,Phone Case,Accessories,1,21.67,19.5,CUST1489,Central,Mobile Money,Retail,0.1
2024-01-13,Desk Lamp,Furniture,4,71.12,250.34,CUST1685,Greater Accra,Bank Transfer,Retail,0.12
2024-01-13,Phone Case,Accessories,3,12.42,33.16,CUST1223,Northern,Bank Transfer,Retail,0.11
2024-01-14,Bookshelf,Furniture,3,242.55,633.06,CUST1532,Volta,Mobile Money,Retail,0.13
2024-01-14,Office Chair,Furniture,4,313.24,1115.13,CUST1150,Western,Card,Retail,0.11
2024-01-14,Headphones,Electronics,2,137.31,247.16,CUST1828,Volta,Card,Retail,0.1
2024-01-14,Smartphone,Electronics,3,634.27,1674.47,CUST1470,Bono,Cash,Retail,0.12
2024-01-14,Phone Case,Accessories,5,37.9,172.44,CUST1817,Ashanti,Card,Retail,0.09
2024-01-15,Keyboard,Accessories,8,58.72,375.81,CUST1560,Greater Accra,Mobile Money,Wholesale,0.2
2024-01-15,Bookshelf,Furniture,3,136.36,372.26,CUST1642,Ashanti,Cash,Retail,0.09
2024-01-15,Phone Case,Accessories,1,15.88,13.82,CUST1124,Ashanti,Card,Wholesale,0.13
2024-01-16,USB Drive,Accessories,2,13.23,24.34,CUST1998,Greater Accra,Mobile Money,Retail,0.08
2024-01-16,Webcam,Electronics,3,124.64,340.27,CUST1959,Greater Accra,Mobile Money,Retail,0.09
2024-01-17,Laptop,Electronics,3,1069.17,3079.21,CUST1519,Greater Accra,Mobile Money,Retail,0.04
2024-01-17,Keyboard,Accessories,4,78.43,301.17,CUST1813,Bono,Bank Transfer,Retail,0.04
2024-01-17,Office Chair,Furniture,1,230.83,230.83,CUST1643,Northern,Mobile Money,Retail,0.0
2024-01-18,USB Drive,Accessories,6,32.66,174.4,CUST1669,Bono,Cash,Retail,0.11
2024-01-18,Office Chair,Furniture,8,137.85,827.1,CUST1892,Ashanti,Mobile Money,Wholesale,0.25
2024-01-18,Monitor,Electronics,9,317.54,2257.71,CUST1080,Greater Accra,Bank Transfer,Wholesale,0.21
2024-01-18,Laptop,Electronics,3,1076.85,3004.41,CUST1804,Ashanti,Bank Transfer,Retail,0.07
2024-01-18,Headphones,Electronics,1,161.4,154.94,CUST1768,Volta,Cash,Retail,0.04
2024-01-19,USB Drive,Accessories,2,30.59,55.06,CUST1316,Greater Accra,Card,Retail,0.1
2024-01-19,Desk,Furniture,8,376.35,2769.94,CUST1950,Greater Accra,Card,Wholesale,0.08
2024-01-19,Office Chair,Furniture,3,255.43,758.63,CUST1047,Greater Accra,Card,Retail,0.01
2024-01-19,Smartphone,Electronics,3,399.19,1149.67,CUST1408,Ashanti,Cash,Retail,0.04
2024-01-21,Mouse,Accessories,1,15.83,14.41,CUST1586,Northern,Mobile Money,Retail,0.09
2024-01-22,USB Drive,Accessories,2,15.97,28.75,CUST1518,Central,Bank Transfer,Retail,0.1
2024-01-22,Bookshelf,Furniture,4,122.48,440.93,CUST1786,Greater Accra,Bank Transfer,Retail,0.1
2024-01-23,Mouse,Accessories,5,28.14,123.82,CUST1324,Western,Card,Retail,0.12
2024-01-23,Desk Lamp,Furniture,4,82.78,294.7,CUST1557,Greater Accra,Card,Retail,0.11
2024-01-24,Desk Lamp,Furniture,3,71.02,187.49,CUST1083,Greater Accra,Cash,Retail,0.12
2024-01-24,Smartphone,Electronics,2,648.02,1140.52,CUST1704,Ashanti,Bank Transfer,Retail,0.12
2024-01-24,Office Chair,Furniture,12,337.0,3154.32,CUST1254,Eastern,Cash,Wholesale,0.22
2024-01-25,Headphones,Electronics,1,155.02,142.62,CUST1159,Greater Accra,Card,Retail,0.08
2024-01-25,USB Drive,Accessories,8,34.26,213.78,CUST1820,Eastern,Mobile Money,Wholesale,0.22
2024-01-26,Office Chair,Furniture,1,326.73,307.13,CUST1445,Volta,Cash,Retail,0.06
2024-01-26,Monitor,Electronics,3,215.29,555.45,CUST1241,Volta,Mobile Money,Retail,0.14
2024-01-26,Desk,Furniture,7,197.18,1200.83,CUST1571,Ashanti,Mobile Money,Wholesale,0.13
2024-01-26,Phone Case,Accessories,4,29.86,118.25,CUST1134,Eastern,Bank Transfer,Retail,0.01
2024-01-26,USB Drive,Accessories,7,30.4,197.9,CUST1163,Northern,Mobile Money,Wholesale,0.07
2024-01-27,Smartphone,Electronics,1,1021.07,970.02,CUST1057,Ashanti,Card,Retail,0.05
2024-01-27,Printer,Electronics,8,421.26,3336.38,CUST1388,Greater Accra,Cash,Retail,0.01
2024-01-27,Desk Lamp,Furniture,1,34.43,33.05,CUST1278,Ashanti,Mobile Money,Retail,0.04
2024-01-27,Webcam,Electronics,3,53.46,142.74,CUST1637,Central,Mobile Money,Retail,0.11
2024-01-28,Desk Lamp,Furniture,2,71.24,132.51,CUST1976,Ashanti,Cash,Retail,0.07
2024-01-28,Desk,Furniture,1,316.48,284.83,CUST1571,Greater Accra,Cash,Retail,0.1
2024-01-29,Keyboard,Accessories,6,43.68,248.98,CUST1600,Central,Card,Retail,0.05
2024-01-29,Phone Case,Accessories,5,25.31,111.36,CUST1374,Greater Accra,Mobile Money,Wholesale,0.12
2024-01-29,Printer,Electronics,3,282.8,814.46,CUST1935,Volta,Cash,Retail,0.04
2024-01-29,Desk,Furniture,3,326.63,754.52,CUST1056,Northern,Card,Wholesale,0.23
2024-01-29,Monitor,Electronics,1,189.79,161.32,CUST1541,Ashanti,Mobile Money,Retail,0.15
2024-01-30,USB Drive,Accessories,1,30.2,25.97,CUST1618,Western,Mobile Money,Retail,0.14
2024-01-30,Keyboard,Accessories,3,26.06,68.02,CUST1966,Greater Accra,Mobile Money,Retail,0.13
2024-01-30,Keyboard,Accessories,12,90.32,834.56,CUST1899,Greater Accra,Mobile Money,Wholesale,0.23
2024-01-30,Mouse,Accessories,10,21.64,201.25,CUST1845,Greater Accra,Cash,Retail,0.07
2024-01-31,Phone Case,Accessories,1,36.59,34.76,CUST1632,Northern,Mobile Money,Retail,0.05
2024-01-31,Bookshelf,Furniture,2,198.38,396.76,CUST1214,Eastern,Mobile Money,Retail,0.0
2024-01-31,Keyboard,Accessories,1,37.33,33.22,CUST1340,Greater Accra,Cash,Retail,0.11
2024-02-01,Mouse,Accessories,2,30.0,51.0,CUST1929,Northern,Cash,Retail,0.15
2024-02-01,Smartphone,Electronics,8,438.54,3227.65,CUST1266,Ashanti,Bank Transfer,Retail,0.08
2024-02-02,Phone Case,Accessories,3,43.83,127.55,CUST1699,Ashanti,Mobile Money,Retail,0.03
2024-02-02,Phone Case,Accessories,4,18.04,63.5,CUST1503,Greater Accra,Cash,Retail,0.12
2024-02-02,Headphones,Electronics,3,175.32,494.4,CUST1499,Greater Accra,Mobile Money,Retail,0.06
2024-02-02,Keyboard,Accessories,11,82.23,841.21,CUST1540,Ashanti,Cash,Wholesale,0.07
2024-02-03,Bookshelf,Furniture,8,262.33,1846.8,CUST1291,Northern,Mobile Money,Retail,0.12
2024-02-03,Tablet,Electronics,9,314.09,2600.67,CUST1236,Eastern,Cash,Wholesale,0.08
2024-02-03,USB Drive,Accessories,4,39.98,137.53,CUST1635,Ashanti,Mobile Money,Retail,0.14
2024-02-03,Phone Case,Accessories,2,25.05,48.6,CUST1145,Central,Mobile Money,Retail,0.03
2024-02-03,Headphones,Electronics,8,110.98,843.45,CUST1759,Greater Accra,Mobile Money,Retail,0.05
2024-02-04,Mouse,Accessories,12,46.28,438.73,CUST1541,Western,Mobile Money,Wholesale,0.21
2024-02-05,Mouse,Accessories,1,17.18,15.63,CUST1618,Volta,Cash,Retail,0.09
2024-02-05,Webcam,Electronics,5,123.58,537.57,CUST1580,Greater Accra,Mobile Money,Retail,0.13
2024-02-05,Phone Case,Accessories,2,22.3,41.48,CUST1805,Eastern,Cash,Retail,0.07
2024-02-06,Headphones,Electronics,1,131.92,122.69,CUST1746,Western,Card,Retail,0.07
2024-02-06,USB Drive,Accessories,1,24.84,22.36,CUST1509,Greater Accra,Cash,Retail,0.1
2024-02-06,Keyboard,Accessories,8,37.63,285.99,CUST1123,Volta,Mobile Money,Retail,0.05
2024-02-07,Phone Case,Accessories,5,11.08,49.86,CUST1422,Ashanti,Bank Transfer,Retail,0.1
2024-02-07,Webcam,Electronics,1,166.67,143.34,CUST1998,Greater Accra,Bank Transfer,Retail,0.14
2024-02-08,USB Drive,Accessories,2,24.77,48.05,CUST1072,Bono,Card,Retail,0.03
2024-02-09,Phone Case,Accessories,1,43.14,37.53,CUST1374,Greater Accra,Mobile Money,Retail,0.13
2024-02-09,Webcam,Electronics,4,53.21,208.58,CUST1573,Volta,Card,Retail,0.02
2024-02-09,Webcam,Electronics,7,110.65,759.06,CUST1600,Ashanti,Mobile Money,Retail,0.02
2024-02-09,Monitor,Electronics,2,480.29,883.73,CUST1018,Greater Accra,Card,Retail,0.08
2024-02-09,Desk Lamp,Furniture,3,57.14,164.56,CUST1944,Greater Accra,Card,Retail,0.04
2024-02-09,Webcam,Electronics,4,70.66,262.86,CUST1138,Greater Accra,Card,Retail,0.07
2024-02-12,Desk Lamp,Furniture,5,46.03,214.04,CUST1013,Greater Accra,Card,Retail,0.07
2024-02-12,Phone Case,Accessories,5,24.43,111.16,CUST1275,Greater Accra,Card,Retail,0.09
2024-02-12,Mouse,Accessories,2,26.21,49.8,CUST1970,Western,Card,Retail,0.05
2024-02-12,USB Drive,Accessories,2,29.74,57.7,CUST1419,Greater Accra,Mobile Money,Retail,0.03
2024-02-12,Phone Case,Accessories,2,43.72,76.95,CUST1120,Bono,Cash,Retail,0.12
2024-02-13,Phone Case,Accessories,5,20.6,94.76,CUST1800,Ashanti,Card,Retail,0.08
2024-02-13,Smartphone,Electronics,4,655.0,2174.6,CUST1917,Ashanti,Mobile Money,Wholesale,0.17
2024-02-13,Mouse,Accessories,6,28.61,145.91,CUST1047,Volta,Mobile Money,Retail,0.15
2024-02-13,Laptop,Electronics,1,862.51,776.26,CUST1169,Volta,Cash,Retail,0.1
2024-02-13,Headphones,Electronics,7,84.65,515.52,CUST1893,Bono,Bank Transfer,Retail,0.13
2024-02-14,USB Drive,Accessories,12,16.07,163.91,CUST1373,Bono,Cash,Wholesale,0.15
2024-02-14,USB Drive,Accessories,1,12.47,11.1,CUST1575,Western,Card,Retail,0.11
2024-02-14,Phone Case,Accessories,2,14.94,28.98,CUST1731,Greater Accra,Mobile Money,Retail,0.03
2024-02-15,Keyboard,Accessories,1,73.13,70.2,CUST1134,Greater Accra,Cash,Retail,0.04
2024-02-15,Keyboard,Accessories,4,66.17,235.57,CUST1322,Greater Accra,Cash,Retail,0.11
2024-02-15,Monitor,Electronics,2,311.8,598.66,CUST1549,Greater Accra,Mobile Money,Retail,0.04
2024-02-15,Keyboard,Accessories,1,40.55,39.33,CUST1900,Ashanti,Mobile Money,Retail,0.03
2024-02-15,USB Drive,Accessories,2,32.38,61.52,CUST1662,Volta,Mobile Money,Retail,0.05
2024-02-16,Headphones,Electronics,6,105.28,612.73,CUST1854,Bono,Card,Retail,0.03
2024-02-16,Monitor,Electronics,11,304.91,2884.45,CUST1208,Greater Accra,Cash,Retail,0.14
2024-02-16,Desk Lamp,Furniture,6,45.76,252.6,CUST1855,Greater Accra,Mobile Money,Retail,0.08
2024-02-17,Desk,Furniture,2,546.99,1017.4,CUST1105,Greater Accra,Mobile Money,Retail,0.07
2024-02-17,Mouse,Accessories,4,36.16,143.19,CUST1204,Eastern,Mobile Money,Retail,0.01
2024-02-17,Bookshelf,Furniture,5,279.76,1314.87,CUST1131,Greater Accra,Card,Wholesale,0.06
2024-02-17,Headphones,Electronics,9,73.34,660.06,CUST1563,Western,Mobile Money,Retail,0.0
2024-02-18,Mouse,Accessories,1,37.32,32.84,CUST1037,Western,Mobile Money,Retail,0.12
2024-02-19,Desk,Furniture,3,222.66,587.82,CUST1618,Central,Mobile Money,Retail,0.12
2024-02-19,Monitor,Electronics,6,239.11,1348.58,CUST1552,Eastern,Cash,Wholesale,0.06
2024-02-19,Monitor,Electronics,1,245.84,238.46,CUST1237,Greater Accra,Mobile Money,Retail,0.03
2024-02-19,Keyboard,Accessories,3,103.61,295.29,CUST1856,Eastern,Bank Transfer,Retail,0.05
2024-02-19,Desk Lamp,Furniture,9,40.95,316.95,CUST1175,Greater Accra,Mobile Money,Wholesale,0.14
2024-02-19,Phone Case,Accessories,2,31.17,57.35,CUST1753,Ashanti,Card,Retail,0.08
2024-02-20,Smartphone,Electronics,6,1051.82,6184.7,CUST1114,Greater Accra,Bank Transfer,Retail,0.02
2024-02-20,Mouse,Accessories,5,17.92,79.74,CUST1772,Volta,Cash,Retail,0.11
2024-02-20,Webcam,Electronics,6,85.35,440.41,CUST1888,Greater Accra,Mobile Money,Wholesale,0.14
2024-02-21,Desk Lamp,Furniture,6,52.67,316.02,CUST1192,Greater Accra,Card,Retail,0.0
2024-02-21,Keyboard,Accessories,1,43.07,42.64,CUST1856,Western,Mobile Money,Retail,0.01
2024-02-21,Keyboard,Accessories,3,26.58,69.37,CUST1958,Central,Mobile Money,Retail,0.13
2024-02-22,Desk Lamp,Furniture,2,37.22,72.21,CUST1692,Ashanti,Bank Transfer,Retail,0.03
2024-02-22,Phone Case,Accessories,5,39.28,188.54,CUST1588,Greater Accra,Card,Retail,0.04
2024-02-23,Keyboard,Accessories,6,86.46,394.26,CUST1866,Greater Accra,Cash,Wholesale,0.24
2024-02-23,Mouse,Accessories,1,22.64,22.41,CUST1795,Central,Cash,Retail,0.01
2024-02-23,Webcam,Electronics,9,122.65,1070.73,CUST1028,Western,Card,Retail,0.03
2024-02-23,USB Drive,Accessories,1,17.22,17.05,CUST1901,Ashanti,Cash,Retail,0.01
2024-02-23,Keyboard,Accessories,1,26.36,22.67,CUST1554,Ashanti,Mobile Money,Retail,0.14
2024-02-24,Printer,Electronics,1,530.47,525.17,CUST1197,Northern,Card,Retail,0.01
2024-02-25,Mouse,Accessories,3,29.81,78.7,CUST1123,Northern,Card,Retail,0.12
2024-02-26,Mouse,Accessories,7,26.82,165.21,CUST1003,Eastern,Mobile Money,Retail,0.12
2024-02-27,Desk Lamp,Furniture,1,42.0,37.38,CUST1901,Greater Accra,Cash,Retail,0.11
2024-02-27,Laptop,Electronics,1,989.38,949.8,CUST1249,Greater Accra,Cash,Retail,0.04
2024-02-27,Printer,Electronics,1,353.99,339.83,CUST1345,Ashanti,Card,Retail,0.04
2024-02-27,Mouse,Accessories,7,43.64,244.38,CUST1234,Volta,Cash,Wholesale,0.2
2024-02-27,Monitor,Electronics,3,450.11,1174.79,CUST1870,Ashanti,Mobile Money,Retail,0.13
2024-02-27,USB Drive,Accessories,8,35.94,244.39,CUST1076,Greater Accra,Card,Wholesale,0.15
2024-02-28,Smartphone,Electronics,7,842.26,5601.03,CUST1995,Western,Mobile Money,Wholesale,0.05
2024-03-01,Tablet,Electronics,2,425.09,807.67,CUST1474,Northern,Mobile Money,Retail,0.05
2024-03-01,Keyboard,Accessories,1,109.84,97.76,CUST1769,Greater Accra,Bank Transfer,Retail,0.11
2024-03-01,Bookshelf,Furniture,1,280.41,243.96,CUST1168,Greater Accra,Card,Retail,0.13
2024-03-01,Monitor,Electronics,9,383.3,2897.75,CUST1190,Northern,Card,Wholesale,0.16
2024-03-01,USB Drive,Accessories,3,19.38,54.07,CUST1208,Ashanti,Bank Transfer,Retail,0.07
2024-03-01,USB Drive,Accessories,6,30.56,163.19,CUST1295,Central,Card,Retail,0.11
2024-03-02,Office Chair,Furniture,8,320.36,2332.22,CUST1522,Bono,Bank Transfer,Wholesale,0.09
2024-03-03,Phone Case,Accessories,1,43.35,43.35,CUST1304,Greater Accra,Mobile Money,Retail,0.0
2024-03-03,Headphones,Electronics,6,115.34,553.63,CUST1011,Ashanti,Cash,Wholesale,0.2
2024-03-03,USB Drive,Accessories,2,16.15,30.04,CUST1763,Greater Accra,Cash,Retail,0.07
2024-03-03,Keyboard,Accessories,6,25.21,125.55,CUST1187,Central,Mobile Money,Wholesale,0.17
2024-03-04,Keyboard,Accessories,1,103.9,93.51,CUST1302,Ashanti,Cash,Retail,0.1
2024-03-04,Monitor,Electronics,5,279.5,1257.75,CUST1311,Ashanti,Mobile Money,Retail,0.1
2024-03-05,Printer,Electronics,6,373.55,2129.24,CUST1447,Central,Card,Retail,0.05
2024-03-05,Tablet,Electronics,6,331.38,1630.39,CUST1964,Bono,Card,Wholesale,0.18
2024-03-05,Smartphone,Electronics,4,745.73,2774.12,CUST1785,Central,Mobile Money,Retail,0.07
2024-03-05,Desk Lamp,Furniture,2,60.89,103.51,CUST1960,Greater Accra,Cash,Retail,0.15
2024-03-05,Phone Case,Accessories,1,40.74,36.26,CUST1325,Volta,Mobile Money,Retail,0.11
2024-03-05,Headphones,Electronics,11,170.83,1428.14,CUST1888,Greater Accra,Card,Wholesale,0.24
2024-03-06,Laptop,Electronics,2,1065.56,2088.5,CUST1334,Bono,Cash,Retail,0.02
2024-03-06,Office Chair,Furniture,4,288.04,1036.94,CUST1285,Northern,Card,Retail,0.1
2024-03-07,Monitor,Electronics,1,330.84,304.37,CUST1242,Volta,Cash,Retail,0.08
2024-03-07,Keyboard,Accessories,6,104.7,590.51,CUST1606,Eastern,Card,Retail,0.06
2024-03-07,Bookshelf,Furniture,6,295.18,1717.95,CUST1616,Volta,Cash,Retail,0.03
2024-03-07,Phone Case,Accessories,8,29.46,197.97,CUST1228,Ashanti,Mobile Money,Wholesale,0.16
2024-03-07,Keyboard,Accessories,9,90.01,810.09,CUST1758,Ashanti,Mobile Money,Retail,0.0
2024-03-08,USB Drive,Accessories,8,22.31,160.63,CUST1198,Greater Accra,Card,Wholesale,0.1
2024-03-08,Mouse,Accessories,2,38.02,58.55,CUST1999,Central,Mobile Money,Wholesale,0.23
2024-03-09,Office Chair,Furniture,1,316.68,304.01,CUST1500,Eastern,Mobile Money,Retail,0.04
2024-03-09,Phone Case,Accessories,3,10.55,30.38,CUST1798,Northern,Mobile Money,Retail,0.04
2024-03-09,USB Drive,Accessories,1,23.09,21.47,CUST1694,Eastern,Cash,Retail,0.07
2024-03-09,Monitor,Electronics,7,357.04,2399.31,CUST1516,Western,Card,Retail,0.04
2024-03-10,Tablet,Electronics,5,210.31,1051.55,CUST1343,Western,Mobile Money,Retail,0.0
2024-03-10,Desk,Furniture,1,579.98,516.18,CUST1249,Greater Accra,Mobile Money,Retail,0.11
2024-03-11,Webcam,Electronics,1,59.89,52.7,CUST1314,Greater Accra,Mobile Money,Retail,0.12
2024-03-11,Tablet,Electronics,5,463.8,2179.86,CUST1636,Eastern,Card,Retail,0.06
2024-03-11,Desk,Furniture,5,333.16,1549.19,CUST1385,Bono,Bank Transfer,Wholesale,0.07
2024-03-11,Webcam,Electronics,8,149.71,1041.98,CUST1682,Greater Accra,Mobile Money,Wholesale,0.13
2024-03-11,Keyboard,Accessories,7,77.43,439.03,CUST1833,Greater Accra,Card,Wholesale,0.19
2024-03-12,Phone Case,Accessories,1,23.34,23.11,CUST1967,Eastern,Cash,Retail,0.01
2024-03-12,Monitor,Electronics,2,457.99,879.34,CUST1459,Bono,Cash,Retail,0.04
2024-03-12,USB Drive,Accessories,7,29.72,160.19,CUST1308,Greater Accra,Card,Wholesale,0.23
2024-03-12,Office Chair,Furniture,3,129.04,363.89,CUST1478,Ashanti,Card,Retail,0.06
2024-03-12,Webcam,Electronics,1,51.18,47.6,CUST1077,Western,Cash,Retail,0.07
2024-03-13,Phone Case,Accessories,10,16.12,124.12,CUST1572,Ashanti,Cash,Wholesale,0.23
2024-03-13,USB Drive,Accessories,1,21.89,20.14,CUST1560,Northern,Bank Transfer,Retail,0.08
2024-03-13,Phone Case,Accessories,8,40.13,295.36,CUST1590,Greater Accra,Cash,Retail,0.08
2024-03-13,Desk Lamp,Furniture,3,77.93,198.72,CUST1146,Eastern,Mobile Money,Retail,0.15
2024-03-14,USB Drive,Accessories,2,38.86,74.61,CUST1318,Eastern,Mobile Money,Retail,0.04
2024-03-14,Tablet,Electronics,4,342.1,1217.88,CUST1373,Greater Accra,Mobile Money,Wholesale,0.11
2024-03-14,Printer,Electronics,4,196.23,722.13,CUST1853,Greater Accra,Card,Retail,0.08
2024-03-15,Desk Lamp,Furniture,2,71.99,132.46,CUST1061,Ashanti,Card,Retail,0.08
2024-03-17,Mouse,Accessories,1,22.55,21.87,CUST1298,Greater Accra,Card,Retail,0.03
2024-03-17,USB Drive,Accessories,1,37.91,32.98,CUST1401,Volta,Cash,Retail,0.13
2024-03-17,Laptop,Electronics,6,1265.4,6073.92,CUST1663,Eastern,Mobile Money,Wholesale,0.2
2024-03-18,Tablet,Electronics,10,402.38,3701.9,CUST1095,Ashanti,Mobile Money,Wholesale,0.08
2024-03-18,USB Drive,Accessories,1,18.05,15.7,CUST1921,Ashanti,Mobile Money,Retail,0.13
2024-03-19,Monitor,Electronics,3,214.54,605.0,CUST1431,Ashanti,Card,Retail,0.06
2024-03-19,Webcam,Electronics,3,106.52,239.67,CUST1093,Greater Accra,Mobile Money,Wholesale,0.25
2024-03-19,Webcam,Electronics,4,81.38,302.73,CUST1199,Central,Mobile Money,Retail,0.07
2024-03-20,Mouse,Accessories,2,41.18,73.3,CUST1863,Eastern,Cash,Retail,0.11
2024-03-20,Keyboard,Accessories,2,81.33,154.53,CUST1157,Greater Accra,Cash,Retail,0.05
2024-03-20,Desk,Furniture,5,415.95,1892.57,CUST1599,Greater Accra,Cash,Retail,0.09
2024-03-21,Monitor,Electronics,14,209.75,2730.94,CUST1609,Western,Card,Wholesale,0.07
2024-03-21,Mouse,Accessories,2,48.02,83.55,CUST1291,Greater Accra,Mobile Money,Retail,0.13
2024-03-21,Keyboard,Accessories,3,49.76,147.79,CUST1050,Ashanti,Card,Retail,0.01
2024-03-21,Office Chair,Furniture,1,257.7,229.35,CUST1675,Ashanti,Cash,Retail,0.11
2024-03-21,Tablet,Electronics,2,269.11,484.4,CUST1334,Greater Accra,Mobile Money,Retail,0.1
2024-03-21,Mouse,Accessories,8,24.69,187.64,CUST1346,Volta,Bank Transfer,Retail,0.05
2024-03-21,Phone Case,Accessories,3,11.03,29.45,CUST1496,Volta,Mobile Money,Retail,0.11
2024-03-22,Keyboard,Accessories,1,37.83,37.07,CUST1862,Ashanti,Card,Retail,0.02
2024-03-22,Desk Lamp,Furniture,2,77.65,152.19,CUST1071,Ashanti,Card,Retail,0.02
2024-03-22,Tablet,Electronics,2,400.93,721.67,CUST1880,Greater Accra,Mobile Money,Retail,0.1
2024-03-23,Monitor,Electronics,1,408.5,347.22,CUST1411,Greater Accra,Mobile Money,Retail,0.15
2024-03-23,Phone Case,Accessories,2,23.31,40.09,CUST1080,Eastern,Cash,Retail,0.14
2024-03-24,Phone Case,Accessories,3,35.18,104.48,CUST1837,Ashanti,Cash,Retail,0.01
2024-03-25,Headphones,Electronics,1,130.65,118.89,CUST1215,Ashanti,Card,Retail,0.09
2024-03-25,Keyboard,Accessories,8,63.27,475.79,CUST1138,Ashanti,Bank Transfer,Retail,0.06
2024-03-25,Desk,Furniture,6,212.09,1145.29,CUST1413,Western,Card,Retail,0.1
2024-03-25,Mouse,Accessories,1,25.59,23.8,CUST1037,Greater Accra,Card,Retail,0.07
2024-03-25,Headphones,Electronics,1,95.37,91.56,CUST1578,Eastern,Card,Retail,0.04
2024-03-25,Desk Lamp,Furniture,13,26.59,259.25,CUST1715,Volta,Card,Wholesale,0.25
2024-03-25,Phone Case,Accessories,9,15.39,120.5,CUST1978,Greater Accra,Cash,Wholesale,0.13
2024-03-26,Smartphone,Electronics,1,599.83,563.84,CUST1487,Central,Mobile Money,Retail,0.06
2024-03-26,Monitor,Electronics,2,299.54,521.2,CUST1223,Central,Mobile Money,Retail,0.13
2024-03-27,Mouse,Accessories,4,20.7,79.49,CUST1646,Volta,Cash,Retail,0.04
2024-03-27,USB Drive,Accessories,1,19.25,16.94,CUST1639,Greater Accra,Cash,Retail,0.12
2024-03-27,Keyboard,Accessories,3,55.43,157.98,CUST1956,Ashanti,Cash,Retail,0.05
2024-03-28,Bookshelf,Furniture,3,158.63,461.61,CUST1123,Northern,Cash,Retail,0.03
2024-03-28,Headphones,Electronics,1,69.87,64.28,CUST1735,Greater Accra,Cash,Retail,0.08
2024-03-28,Mouse,Accessories,3,38.19,105.4,CUST1937,Eastern,Mobile Money,Retail,0.08
2024-03-29,Keyboard,Accessories,4,28.78,105.91,CUST1148,Ashanti,Bank Transfer,Retail,0.08
2024-03-29,Phone Case,Accessories,1,41.76,40.09,CUST1131,Greater Accra,Card,Retail,0.04
2024-03-29,Smartphone,Electronics,9,1119.06,8460.09,CUST1550,Northern,Mobile Money,Wholesale,0.16
2024-03-29,Keyboard,Accessories,1,99.93,93.93,CUST1362,Greater Accra,Card,Retail,0.06
2024-03-29,USB Drive,Accessories,9,30.09,235.6,CUST1848,Greater Accra,Mobile Money,Retail,0.13
2024-03-29,USB Drive,Accessories,5,35.31,151.83,CUST1560,Central,Card,Retail,0.14
2024-03-30,Smartphone,Electronics,1,778.63,763.06,CUST1890,Northern,Mobile Money,Retail,0.02
2024-03-31,Desk Lamp,Furniture,1,28.4,26.41,CUST1868,Central,Mobile Money,Retail,0.07
2024-03-31,Keyboard,Accessories,5,35.27,165.77,CUST1909,Greater Accra,Bank Transfer,Retail,0.06
2024-03-31,Bookshelf,Furniture,2,162.63,299.24,CUST1766,Central,Bank Transfer,Retail,0.08
2024-03-31,Laptop,Electronics,4,993.67,3656.71,CUST1746,Greater Accra,Card,Retail,0.08
2024-03-31,Phone Case,Accessories,3,22.47,67.41,CUST1503,Bono,Cash,Retail,0.0
2024-04-01,Office Chair,Furniture,9,324.56,2541.3,CUST1303,Eastern,Bank Transfer,Retail,0.13
2024-04-01,Phone Case,Accessories,1,31.72,30.45,CUST1143,Northern,Mobile Money,Retail,0.04
2024-04-01,Phone Case,Accessories,7,19.54,132.68,CUST1336,Greater Accra,Cash,Retail,0.03
2024-04-02,Mouse,Accessories,3,28.16,72.65,CUST1393,Greater Accra,Mobile Money,Retail,0.14
2024-04-03,USB Drive,Accessories,10,17.66,139.51,CUST1379,Western,Card,Wholesale,0.21
2024-04-03,Mouse,Accessories,3,29.58,86.97,CUST1276,Western,Mobile Money,Retail,0.02
2024-04-03,Keyboard,Accessories,9,30.83,210.88,CUST1382,Eastern,Cash,Wholesale,0.24
